mdp.39015002326026
uc1.b4979395
uc2.ark:/13960/t52f7pg0g
mdp.39015004694249
uc2.ark:/13960/t9b56hd0z
mdp.39015004882141
uva.x030157384
hvd.32044102785599
mdp.39015034691462
uc1.$b703791
mdp.39015031912283
mdp.39015007174520
hvd.32044048327530
uc1.31210022915696
uc2.ark:/13960/t5k939f83
uva.x002536678
dul1.ark:/13960/t3516577c
wu.89094803749
umn.319510022068433
coo.31924013654862
uc1.$b302964
hvd.32044029269834
nyp.33433074389804
mdp.39015052874362
ien.35556036918894
pst.000047114678
coo1.ark:/13960/t42r4dh3r
mdp.35112203916012
coo.31924088407204
wu.89084934868
wu.89094797081
uc1.$b53928
mdp.39015061736511
wu.89094333978
umn.31951000926577p
nyp.33433067276232
mdp.39015063324761
mdp.39015063861077
coo.31924000357586
hvd.hn1t36
nyp.33433087553388
wu.89087930772
mdp.39015031901690
mdp.39015066061444
mdp.39015001149080
uc1.b4250811
mdp.39015006029055
uc1.32106000842655
coo.31924003381898
loc.ark:/13960/t85h7kk8w
inu.32000007296165
mdp.39015027814881
nyp.33433076062391
njp.32101067176055
uc1.b3620641
loc.ark:/13960/t73v0g86j
mdp.39015033941033
uc1.b3885925
uc1.ax0003964442
uc1.b4500069
wu.89095933669
uc1.b4233453
mdp.39015031709648
mdp.39015013132827
uc1.$b383966
mdp.39015012859487
mdp.39015001698953
mdp.39015041283311
yale.39002032341183
uc1.$b620228
uva.x000746616
uc2.ark:/13960/t7zk58554
uc1.b4953180
uc2.ark:/13960/t51g0x79z
uc1.31822018855932
hvd.hl39qs
mdp.39015021940922
hvd.32044025682212
uc2.ark:/13960/fk00z7100s
uc2.ark:/13960/t1cj8gk4c
uiug.30112064155614
nnc1.cu11664576
mdp.39076005298190
uva.x000087145
mdp.39015057017355
uc1.$b72832
mdp.39015022637295
coo1.ark:/13960/t9r21h316
mdp.39015002966953
umn.31951000408931y
uc1.l0078045317
mdp.39015004775329
mdp.39015041019012
umn.31951000530761c
mdp.39015064487088
uc2.ark:/13960/t7jq0vd14
hvd.hwijqb
uc2.ark:/13960/t5n873g9b
uva.x000430362
uva.x000597462
inu.30000029848334
nyp.33433081790689
osu.32435003517240
uc1.31175035182107
uc1.$b276820
umn.319510021614760
osu.32435064412729
wu.89097385488
uiug.30112085796289
nyp.33433068268311
uc1.b4170482
hvd.hc2cih
wu.89099001257
uc1.b2890967
ien.35559002545329
mdp.49015001215079
hvd.hn3bmt
uc2.ark:/13960/t8x923j6j
njp.32101076422896
coo1.ark:/13960/t40s0bv9h
mdp.39015052263004
uc2.ark:/13960/t96689c59
mdp.39015012119833
hvd.hnh7pz
uc1.32106019961140
mdp.39015077305889
uiug.30112063120312
inu.32000009621279
nyp.33433018966543
nyp.33433066658075
wu.89004902979
osu.32435017940461
hvd.32044080808488
pst.000013029937
mdp.39015020563600
mdp.39015059712375
txu.059173010257915
wu.89038664439
wu.89038153730
uc1.31822015010259
uc1.$b204476
mdp.39015004417757
umn.31951p00173964p
hvd.32044087970232
mdp.39015002278797
mdp.39015083019219
txu.059173025303266
mdp.39015004161280
uva.x000107677
mdp.39015063939071
mdp.39015062062529
mdp.39015011430561
mdp.39015021928778
nyp.33433066662754
iau.31858023976669
mdp.49015002018548
coo.31924087514026
mdp.39015069320581
mdp.39015026980485
uc2.ark:/13960/t6rx9689d
mdp.39015046385442
uiuo.ark:/13960/t9f484t04
nyp.33433066444518
aeu.ark:/13960/t84j25x15
mdp.35112105231627
miun.adh3543.0001.001
mdp.39015005503001
pst.000051417093
uc2.ark:/13960/t0vq2th82
aeu.ark:/13960/t9m33xb2n
nyp.33433081775581
txu.059173018065634
nyp.33433006364073
njp.32101034101186
inu.32000006722195
mdp.39015002166729
mdp.39015030738382
uc1.$b716644
uc2.ark:/13960/t7zk58d6r
nnc1.cr60033746
mdp.35112104170297
uc1.$b27552
mdp.39015065426606
mdp.39015031238655
pst.000065313121
mdp.39015000304124
uc2.ark:/13960/t0cv4n32h
uc1.$b296642
uiug.30112066984961
uc2.ark:/13960/t6h12wj23
njp.32101071985889
uc2.ark:/13960/t4mk67682
uc1.b4513354
mdp.39015036544768
hvd.32044043516673
uc1.b0000100131
hvd.32044102845989
umn.31951d006998632
njp.32101061518906
osu.32437121785634
mdp.39015006436417
uc1.b3169967
njp.32101067670750
uc1.$b59036
uc1.b3534504
coo.31924005011998
mdp.39015005763910
hvd.32044053403903
msu.31293106763521
gri.ark:/13960/t03z2jj98
wu.89041128836
nyp.33433115573796
txu.059172101618308
coo1.ark:/13960/t9571zr02
aeu.ark:/13960/t1sf3d89q
mdp.39015068367096
mdp.39015031098505
inu.32000002878553
hvd.hx5h81
mdp.39015032045414
coo.31924004670034
uc1.32106000680733
hvd.ah5tek
mdp.39015034561210
mdp.39015019125874
mdp.39015009796171
mdp.39015035517211
pst.000020042059
uc1.b4241701
njp.32101075682334
mdp.49015002201623
uc1.32106019349064
uc1.b5008659
hvd.hw2l5k
mdp.39015073088141
osu.32435006722367
uc1.b3639518
mdp.39015002111543
uc1.$b23255
uc1.$b790624
uva.x000669099
hvd.32044026608349
nyp.33433006666931
pst.000012371488
mdp.39015029739839
uc1.$b25593
uc1.b5022549
uc1.31158004601604
uc2.ark:/13960/t3hx1mj2j
uiug.30112019425690
ien.35556041024035
mdp.39015021277010
umn.31951d00462076k
uva.x004236380
mdp.39015008690318
ucw.ark:/13960/t5t738c9r
uc2.ark:/13960/t68343m0s
uc1.$b79351
mdp.39015025204655
nyp.33433081848586
uc1.b3915443
uc2.ark:/13960/t1sf2qd6d
ien.35556034340943
mdp.39015017277735
njp.32101037625199
mdp.39015004115088
hvd.hwhrfi
uc1.$b163343
yale.39002088378303
mdp.39015053665082
mdp.35112103346286
hvd.hx2ym7
pst.000011762331
mdp.39015005501328
hvd.hnevce
gri.ark:/13960/t4bp0tc8m
mdp.39015030708088
loc.ark:/13960/t7jq1dn4q
inu.30000047807734
nyp.33433081989471
uc1.31158010561651
uc1.$b105444
uiuo.ark:/13960/t6qz37z7k
mdp.39015000602790
aeu.ark:/13960/t7dr3x391
hvd.fl368c
uc1.b3107250
nyp.33433004094375
mdp.39015004948942
mdp.39015013121812
uc1.b3639906
hvd.hnfkte
uc1.$b799063
yale.39002051187186
uc1.b4285323
mdp.39015031041109
nyp.33433057514394
hvd.32044106369556
uc1.$b560452
pst.000007126468
hvd.32044014778435
uc2.ark:/13960/t5fb4xx4c
mdp.39015061927821
inu.30000115189585
uc1.$b303151
uc2.ark:/13960/fk46q1ss61
mdp.39015064571113
umn.31951d00363751a
hvd.32044020534913
uc1.32106005388795
coo1.ark:/13960/t53f5bg0w
nyp.33433090741095
umn.31951000484960z
uc1.31175010232869
uc1.b3578247
coo.31924088948546
umn.31951001869080g
uc1.b3988739
coo.31924013335819
uc1.$b662630
mdp.39015046832021
uc1.b2804087
uc1.b3579150
uc1.$b71746
hvd.tz19ga
uiug.30112019938171
gri.ark:/13960/t48p8m06n
mdp.39015005624823
mdp.39015004145283
mdp.39015003438549
umn.31951000023191h
hvd.hnpbpf
mdp.39015020388289
hvd.ah4d2d
hvd.hwkc6c
uiug.30112089492216
mdp.39015027992430
uc1.b4566473
mdp.39015070734788
coo.31924013998996
mdp.39015002003856
mdp.39015008841960
aeu.ark:/13960/t5k93w407
mdp.39015005453652
mdp.39015017002794
uc1.b3422524
mdp.39015033641377
mdp.39015026969009
coo1.ark:/13960/t5p84vd5s
mdp.39015015391199
uiug.30112104082588
uva.x004816113
uva.x030449410
nyp.33433082414941
loc.ark:/13960/t6834954c
hvd.hwikra
txu.059173025381190
mdp.39015011324145
uc1.b3579632
mdp.39015076793424
mdp.35112105393815
hvd.hwjmwj
njp.32101068582772
uc1.$b798941
mdp.39015013313385
uiug.30112019588372
hvd.32044107212409
ien.35556001821206
uc2.ark:/13960/t6pz59f17
mdp.39015046868116
mdp.49015002245752
uc1.b3639375
mdp.39015013160984
uc1.$b59474
yale.39002051186063
mdp.49015002896570
mdp.39015084482473
uc2.ark:/13960/t0dv1dq8r
uc1.b4943051
uc1.b4942987
mdp.39015002711649
nyp.33433006585164
uva.x000097743
umn.31951d03596489y
mdp.39015031087359
mdp.39015082255905
uc1.b4351064
coo.31924074140579
wu.89099220089
njp.32101064208430
mdp.39015000457310
wu.89074772856
hvd.hx6hyq
uc2.ark:/13960/t03x86664
hvd.32044014512875
mdp.39015016128509
hvd.32044055042485
njp.32101074208099
nyp.33433074815261
coo.31924000874614
uc1.b4051449
umn.31951001196044u
uc1.a0001206705
hvd.hx3rzv
coo.31924069039521
uc1.b4578331
uc2.ark:/13960/fk3hx15z7z
uc1.$b290911
hvd.hxcrma
nyp.33433076082316
uc2.ark:/13960/t0zp3w41j
pst.000057753188
pst.000060535665
hvd.32044043314731
inu.30000020685867
nyp.33433082473202
mdp.39015075028137
mdp.39015051115346
uiug.30112019902334
mdp.39015060801928
uc1.32106002047006
pst.000066499886
hvd.hx29xd
uc1.$b111655
nyp.33433020873711
mdp.39015031231536
uc1.b3065915
uc2.ark:/13960/t06w9d75j
mdp.39015028524133
hvd.32044033790601
pst.000030838710
inu.32000003009851
uc2.ark:/13960/t6vx07s35
mdp.39015063258282
uc1.31822033861824
uc1.31822031145857
mdp.39015046391424
uc1.$b159813
wu.89096561766
hvd.hxj3ax
hvd.32044013694237
mdp.39015004110543
uva.x004791828
nyp.33433112044452
mdp.39015009822316
uiug.30112063990144
inu.30000011921974
uc1.b4519241
pst.000010550113
uiuo.ark:/13960/t3fx7sh77
uiuo.ark:/13960/t7qn6n524
uc1.b3973534
uva.x001584134
txu.059173024521192
mdp.39015050656498
txu.059173025422006
nyp.33433069354714
hvd.hntzf2
mdp.39015004769728
uc1.b4247029
mdp.39015028186545
hvd.32044106199847
umn.31951p008732733
wu.89094605730
mdp.39015008791553
uc1.31822018776815
wu.89038863700
mdp.39015059423114
njp.32101074747690
uiug.30112060045215
mdp.39015051143744
coo1.ark:/13960/t59c84z1g
nyp.33433081829933
coo1.ark:/13960/t6931dj2r
umn.31951d020203322
uc1.c109355561
uc1.b3313918
mdp.39015050318818
uiug.30112019888004
mdp.39076005258673
uiug.30112088205023
uc1.b3993155
nyp.33433010997249
nyp.33433067285100
hvd.hwpjq7
chi.098738095
uiug.30112069260112
uma.ark:/13960/t4fn2gf77
uva.x001797993
mdp.39015034557952
hvd.32044088985429
mdp.39015025894331
yale.39002022134119
yale.39002035612531
hvd.hwe6ed
njp.32101008978643
uc2.ark:/13960/t1wd3sw0k
njp.32101067700680
coo.31924073858759
mdp.39015047487445
mdp.39015004727031
mdp.39015002975780
nyp.33433082278601
uc1.c3041122
mdp.39015043786238
uiug.30112039427502
uc1.31822018868844
umn.319510020763126
hvd.32044072027386
mdp.39015081165865
hvd.hwjrmr
mdp.39015073766506
nyp.33433082464532
nyp.33433100810278
coo.31924067536601
uc1.b3125546
loc.ark:/13960/t0000nn05
uiug.30112087789589
pst.000016246034
mdp.39015075027212
nyp.33433082345053
mdp.39076006412352
mdp.39015002569252
mdp.39015027878035
mdp.39015055910809
mdp.39015009454805
hvd.hn6bvj
coo.31924027105067
uc1.31175035248452
mdp.39015012912187
coo1.ark:/13960/t2j680h04
hvd.hn65uu
txu.059173017930566
mdp.39076001056808
uva.x001273030
uc1.31175035165235
mdp.39015040131685
uc1.c003266186
umn.31951000940736d
uiuo.ark:/13960/t4km04j1p
mdp.39015042755366
hvd.32044019362417
hvd.32044097075295
aeu.ark:/13960/t1dj6ng54
uc1.$b42277
coo1.ark:/13960/t7dr3f448
hvd.32044106398456
uc2.ark:/13960/t00z72492
mmet.ark:/13960/t35148k1f
uc1.b000572787
mdp.39015006444734
nyp.33433082125851
coo1.ark:/13960/t0000q13c
nyp.33433107876009
njp.32101067645497
uc1.b4553755
uc2.ark:/13960/t00z7650t
uc2.ark:/13960/t8w952f92
aeu.ark:/13960/t2s47xf2g
mdp.39015011906305
loc.ark:/13960/t9n314h5c
mdp.39076005284570
uc2.ark:/13960/t0vq32s7f
mdp.39015003472530
uc2.ark:/13960/t0pr83n2b
mdp.39015036624594
mdp.39015010742560
uc1.31822029859766
uiuo.ark:/13960/t1zc7tb6h
wu.89069672004
mdp.39015059420128
mdp.39076006279330
nyp.33433082442926
mdp.39015031499000
uc1.c025751251
coo.31924082826003
uc2.ark:/13960/t5v69bf87
inu.39000005802926
uc1.l0066151085
chi.12194251
hvd.hx13y1
mdp.39015062085371
uc1.32106001030003
mdp.39015027524209
uc2.ark:/13960/t90866234
uc2.ark:/13960/t4kk94v47
uc1.$b794758
njp.32101063699969
uiug.30112017714897
uc1.$b261940
coo.31924002825143
mdp.39015008916622
umn.31951002054577s
aeu.ark:/13960/t51g1tg59
mdp.39015059382476
hvd.hwkzt9
hvd.hx4pej
hvd.32044020562260
uva.x001496155
uc1.$b166609
uc1.b3484044
mdp.39015016424296
hvd.ah4f83
mdp.39015076311375
mdp.39015013021236
inu.30000118595036
mdp.39015072270567
mdp.39015016854757
dul1.ark:/13960/t2t47c049
osu.32435016516445
hvd.hnuiqf
mdp.39015010299959
njp.32101055971715
coo.31924000455521
nyp.33433082358502
txu.059172012558620
uva.35007006731859
pst.000015539113
osu.32435009864570
hvd.hwjvvy
txu.059173023434015
yale.39002032242381
uc1.31822027357417
mdp.39015062686210
uva.x000428523
hvd.32044103160032
mdp.39015000625189
nyp.33433068203722
hvd.32044090282807
wu.89061955365
msu.31293103018663
mdp.39015015077012
mdp.39015019751620
mdp.39015026622392
osu.32435078373560
mdp.39015058472864
uc1.b4801010
osu.32435064469109
hvd.32044037686896
hvd.32044014519748
uc1.$b139055
pst.000056724325
mdp.39015032992219
umn.31951p005426329
mdp.39015051377631
uva.x000015811
loc.ark:/13960/t6rz02t8c
mdp.39015067077258
uc1.b3567352
pst.000057930855
mdp.35112101274571
inu.39000005817486
pst.000002509945
miun.aca6149.0001.001
inu.39000007749208
coo1.ark:/13960/t2m62379g
uc1.b4286361
hvd.hw1yhm
mdp.39015025253835
uc2.ark:/13960/t5fb50g8p
hvd.hnuvsl
uc1.b4274574
uiug.30112009955334
mdp.39015077758244
coo1.ark:/13960/t54f2bh7w
wu.89056269657
uc1.b4099042
uiuc.2145092v2
uc1.b3760275
hvd.hxdp72
uc2.ark:/13960/t9v11zg70
mdp.39015064548970
uc1.b4464091
osu.32435018214593
uva.x000407221
uc1.32106006207317
uc1.$b284594
uc2.ark:/13960/t07w67n0m
uiug.30112019401261
aeu.ark:/13960/t7mp5fm8d
nyp.33433075898373
hvd.hn2buy
osu.32435008257875
umn.31951d022096286
coo1.ark:/13960/t55d9d82s
hvd.32044102853819
mdp.39015034935232
coo.31924056611019
uc2.ark:/13960/t9184cs4n
mdp.39015065647466
uc1.32106019736518
mdp.39015042589047
coo.31924030187482
coo.31924092470057
mdp.39015046372416
mdp.39015001639734
uiug.30112047114894
mdp.49015000487752
mdp.39015039512531
umn.31951002045222u
hvd.hc2mw5
coo1.ark:/13960/t9x06nh8c
mdp.39015041068852
uc1.31822036725588
mdp.39015005711505
inu.32000006735270
mdp.39015019203366
uva.x002066726
uc1.$b583841
mdp.35112101339358
mdp.39015040550470
mdp.39015017074876
uc2.ark:/13960/t6m048g5j
hvd.hxdfnf
pst.000033542041
pst.000045214950
inu.30000121181840
mdp.39015066088181
nnc1.ar52427218
uc1.$b24645
mdp.39015034563778
mdp.39015066833818
mdp.39015006313327
uc1.$b585390
umn.31951001868090i
osu.32435015956246
uc1.32106016358076
mdp.39015010331554
uc1.$b639906
umn.31951000535692g
aeu.ark:/13960/t0001728t
uc1.b2896672
ien.35558001597836
uc2.ark:/13960/t1pg1pb9k
uc1.$b54974
coo1.ark:/13960/t2h71054z
umn.31951002053127s
hvd.32044059686329
mdp.39015076127565
uiug.30112019813291
uva.x004256585
hvd.ah4asu
hvd.32044086278132
hvd.32044032097461
inu.30000120343003
uc1.$b257857
nyp.33433011564949
mdp.39015011590281
mdp.39015008284948
hvd.32044014367064
mdp.39015010990581
mdp.39015040125596
mdp.39015018771835
nyp.33433071394617
mdp.39015025299473
inu.39000005893065
wu.89056844954
msu.31293000940373
mdp.39015007593588
coo.31924013288554
hvd.32044086639812
nnc1.cu50510045
uc1.b3567277
njp.32101076124104
uc1.b3872830
mdp.39015074948343
wu.89034708198
umn.319510024057129
hvd.32044107243990
coo1.ark:/13960/t17m0tj2h
uc1.32106000224946
mdp.39015081201868
mdp.39015081201728
wu.89094601143
umn.31951000947531w
uc1.b3313938
loc.ark:/13960/t1gj0540s
osu.32435018473918
mdp.39015004316439
mdp.39015040368246
coo.31924003682972
uc1.b3609411
nyp.33433082284195
uc1.$b51568
nyp.33433071371003
umn.31951d005500810
nyp.33433081785606
uiug.30112107835099
mdp.39015027236440
pst.000029286614
mdp.39015062746691
hvd.32044081605271
inu.30000048036945
inu.30000029816976
mdp.39015034645773
hvd.32044107282311
mdp.39015002321696
coo1.ark:/13960/t2s476z2h
mdp.39015002278060
umn.31951000952991h
pst.000032876505
hvd.hn1du2
uc1.31822018686949
nyp.33433019171333
hvd.hn8nqz
hvd.hn1pgu
uc2.ark:/13960/t8mc8sg25
uc2.ark:/13960/t16m3527m
gri.ark:/13960/t4sj5x58q
mdp.39015067238587
mdp.39015000691371
mdp.39015078660332
mdp.39015007180519
uc1.32106005264780
uc1.b4320032
mdp.39015032303565
mdp.39015003786954
uc2.ark:/13960/t2b854j8s
mdp.39015016669635
pst.000046396136
coo1.ark:/13960/t07w6zt7x
uva.x000885506
mdp.39015069278078
coo.31924021984236
hvd.hn37z4
mdp.35112103225381
mdp.39015014661873
uc2.ark:/13960/t3707z08w
uva.x000946883
uc1.$b55507
gri.ark:/13960/t1td9r27f
uiuo.ark:/13960/t3st7gn4x
wu.89035602242
mdp.39015019061822
uc1.32106007773234
mdp.39015040645635
mdp.39015008058342
coo1.ark:/13960/t7fr0fc14
mdp.49015000738980
mdp.39015010419342
mdp.39015061321546
uc1.b4217476
mdp.39015026978869
uc1.b3325204
msu.31293027207285
hvd.hnj9fi
mdp.39015067349632
osu.32435010692382
pst.000002936451
mdp.39076006444348
nnc2.ark:/13960/t0xp8v69g
uc2.ark:/13960/t3028pk3p
coo1.ark:/13960/t0bv81j23
mdp.39015066086078
mdp.39015064798682
mdp.39015040154885
iau.31858018491963
uiug.30112019884144
coo.31924078704248
uc1.$b52259
mdp.39015010651555
inu.30000096446285
mdp.39076002745979
uc1.$b250094
coo.31924000649685
mdp.39015013411221
mdp.39015048980117
uva.x002253970
mdp.39015012937887
mdp.49015002882885
loc.ark:/13960/t9766p37s
mdp.39015071493442
mdp.39015055080066
wu.89105652036
uc1.b4973270
wu.89097425300
uc1.b4311037
uc1.b3727860
wu.89096588652
inu.30000060718727
txa.taeb156611
uc2.ark:/13960/t8w954143
mdp.39015026425010
mdp.39015035469553
uc1.$b584815
uc1.b3145530
mdp.39015031627089
umn.31951001508295l
mdp.39015029865980
nyp.33433065866976
coo.31924019147804
uc1.b4857480
uc1.$b497424
uc1.$b195290
ien.35556009099755
inu.32000001352667
uc2.ark:/13960/fk9x05xx3p
wu.89102069853
yale.39002088676383
uiug.30112106925693
mdp.39015006807435
uva.x001049201
uiug.30112106613372
wu.89042002535
mdp.39015026292402
uc1.b3848160
mdp.39015000609589
uva.x004383860
njp.32101063600819
mdp.39076000923230
nyp.33433019072051
wu.89037172418
nyp.33433082308838
inu.32000006736765
mdp.39015054497071
mdp.39015067244312
uc1.b4687625
uc1.32106008450162
inu.39000005908020
hvd.hwjqc5
mdp.39015012177518
uc1.31175035156820
uc2.ark:/13960/t2s46vt5n
mdp.39015026292550
hvd.32044018943282
uc1.b4452196
uc1.b5096274
uc1.$b166344
uva.x030554995
mdp.39015065524020
mdp.39015004343185
umn.31951001851262k
uc1.$b275255
umn.319510000116030
hvd.32044097905236
mdp.39015042134505
mdp.39015043814543
inu.39000004412073
uiug.30112019793469
mdp.39015005497535
uiug.30112019899712
osu.32435058063520
hvd.hnle4b
hvd.hx5all
coo1.ark:/13960/t22b9kp38
coo1.ark:/13960/t5p84tz3k
mdp.39015033926885
uc1.$b120143
mdp.39015039032449
uva.x000277123
uc1.c025513404
uc1.l0052804507
uiug.30112066778355
mdp.39015063611480
uiuo.ark:/13960/t3514cc10
hvd.32044053484564
pst.000051404406
nyp.33433066593850
pst.000059901051
uc1.b4289811
uc2.ark:/13960/t0js9jj78
mdp.39015057219985
mdp.39015040053780
mdp.39015008031562
uc1.b4178860
mdp.39015009434005
hvd.hxdifd
uiug.30112019804266
loc.ark:/13960/t58d0nq1j
hvd.li2sg7
mdp.39015030577434
nyp.33433070992031
uiug.30112059657129
mdp.39015002987413
uc1.31822016862476
inu.32000009759970
pst.000017640824
mdp.39015037511162
mdp.39015035337263
mdp.39015031461596
yul.11824033_002_00
mdp.39015062213494
mdp.39015003564427
coo.31924013523273
umn.31951002318190z
mdp.39015003244087
mdp.39015021232965
hvd.hwjsjb
uc1.$b610554
mdp.39015029341024
nyp.33433011028572
mdp.39015018940802
